representation_id,model,platform,Bc,Bf,zmin,zmax,groups,values,fp32_median_ms,identity_median_ms,mapped_median_ms,codec_median_percent,codec_ci95_low,codec_ci95_high,mapping_median_percent,mapping_ci95_low,mapping_ci95_high,mapped_vs_fp32_median_percent,mapped_vs_fp32_ci95_low,mapped_vs_fp32_ci95_high
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,0.6077644729614258,0.6036668777465821,0.6079999923706054,-0.6697325369326435,-1.8084813045596504,-0.04394671590252086,0.6862819449379387,-0.04206106950062072,1.802383093269344,0.6492928310099622,-1.7581110619192764,1.8965293503084846
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,2.4216462707519533,2.4163195800781248,2.4182056427001957,-0.1330069586261362,-0.2941075444071295,-0.00450859559962824,0.17608798415971183,0.02728774724274352,0.49290049634007627,0.005121405409647117,-0.3782595015195511,0.42912113607589397
REP_0025,MiniCPM3-4B,AMD_ROCm,19,13,-5.75,-3.0,1048576,33554432,0.6075375938415527,0.6035854339599609,0.6077900886535644,-0.6505210412744544,-1.7430530352103957,-0.02623799644838609,0.6977044686197198,0.0066518650818636615,1.8577240077104928,-0.6439124479745817,-1.7900228745933333,1.8589057823787947
REP_0025,MiniCPM3-4B,AMD_ROCm,19,13,-5.75,-3.0,4194304,134217728,2.4170377349853513,2.4171743774414063,2.4174899291992187,-0.14827372097817593,-0.43625932400874756,-0.025829375664954135,0.16227602784304462,-0.0014674455077218038,0.2762896734446407,-0.01925678060019642,-0.3069289747184123,0.48595060064542395
REP_0026,MiniCPM3-4B,AMD_ROCm,22,10,-5.75,-3.0,1048576,33554432,0.6074521636962891,0.6036211204528809,0.6078156852722167,-0.6366524629436543,-1.8390637531968679,-0.02080417668252066,0.6896951151367015,0.06616682239419802,1.9068436450147663,0.6994886412490464,-1.8087505210135024,1.838729954183771
REP_0026,MiniCPM3-4B,AMD_ROCm,22,10,-5.75,-3.0,4194304,134217728,2.4198187255859374,2.416408462524414,2.4182059478759763,-0.15504082541772934,-0.4605547280466582,-0.020336697675127358,0.17236893415348842,0.027718184085445685,0.4717302077544394,0.15923954594816436,-0.40365875402060825,0.47114542125570946
REP_0027,MiniCPM3-4B,AMD_ROCm,26,6,-5.75,-3.0,1048576,33554432,0.6076294517517089,0.6037384033203126,0.6076518440246581,-0.6061879162764683,-1.7282539771226222,0.05054080622464152,0.655886656212723,0.027135637880837393,1.9151854089054732,0.035675623994047,-1.753170296774631,1.9577113274150681
REP_0027,MiniCPM3-4B,AMD_ROCm,26,6,-5.75,-3.0,4194304,134217728,2.4320614624023436,2.421485290527344,2.4237703704833984,0.07508349734655084,-0.8292772709899143,0.4902722047472885,0.09436687329851257,-0.33806393818366365,0.3607321060443702,0.04422566699051611,-1.0113077755222522,0.4300989853432524
