representation_id,model,platform,Bc,Bf,zmin,zmax,groups,values,block,order,fp32_ms,identity_ms,mapped_ms,codec_percent,mapping_percent,total_percent
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,1,F-I-M-M-I-F,0.2132414436340332,0.22059519767761232,0.22466480255126953,3.448557615375991,1.8448293147363515,5.35700693193637
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,2,M-I-F-F-I-M,0.21791616439819336,0.2170748805999756,0.22131536483764647,-0.3860584645205667,1.9534661154485322,1.5598661296377436
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,3,F-I-M-M-I-F,0.23028111457824707,0.2226414394378662,0.2190886402130127,-3.3175430622579216,-1.5957493060697825,-4.860352697933157
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,4,M-I-F-F-I-M,0.21966479301452635,0.21695535659790038,0.22748687744140625,-1.2334413628345087,4.8542340731529965,3.5609185794114095
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,5,F-I-M-M-I-F,0.2250499153137207,0.21819920539855958,0.2214185619354248,-3.044084644782563,1.4754208343631614,-1.613576869484168
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,6,M-I-F-F-I-M,0.2201523208618164,0.22193520545959472,0.2264737606048584,0.8098413820026851,2.044991075600211,2.871393641591369
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,7,F-I-M-M-I-F,0.2298737621307373,0.22353328704833986,0.22452112197875976,-2.75824218633155,0.4419184916321983,-2.32851287696475
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,8,M-I-F-F-I-M,0.22214479446411134,0.2251734447479248,0.22549216270446776,1.3633676589719812,0.14154331426592393,1.506840729008041
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,9,F-I-M-M-I-F,0.22195280075073243,0.22095391273498535,0.22204303741455078,-0.4500452404152755,0.4929193903308482,0.040655789660304364
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,10,M-I-F-F-I-M,0.2172481632232666,0.22086864471435547,0.2227012825012207,1.666518803828998,0.829741038722509,2.5100876329849253
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,11,F-I-M-M-I-F,0.22176943778991698,0.22033167839050294,0.22103967666625976,-0.64831268624852,0.3213329471861037,-0.32906298132411305
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,12,M-I-F-F-I-M,0.2197152042388916,0.22030192375183105,0.22189167976379395,0.26703637327780694,0.7216260234539584,0.9905894006934091
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,13,F-I-M-M-I-F,0.22264464378356935,0.21879215240478517,0.22035887718200683,-1.7303319376185677,0.7160790549393559,-1.0266434272654168
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,14,M-I-F-F-I-M,0.21751744270324708,0.21787440299987793,0.22078160285949705,0.16410651587046576,1.33434667844885,1.5006429441629443
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,1048576,33554432,15,F-I-M-M-I-F,0.21253007888793946,0.212017765045166,0.21846192359924316,-0.24105474644066094,3.0394427338220176,2.7910612664061363
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,1,F-I-M-M-I-F,0.9152511978149414,0.9199655914306641,0.9199740982055664,0.5150928648853803,0.0009246840296572856,0.5160223118964913
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,2,M-I-F-F-I-M,0.8666592025756836,0.8787502288818358,0.8994580841064453,1.3951304353796878,2.3565120718044286,3.784518924311242
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,3,F-I-M-M-I-F,0.8888561630249023,0.8974065780639648,0.9066220855712891,0.9619571078816946,1.0269043856582227,1.9987398732689066
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,4,M-I-F-F-I-M,0.8750563049316407,0.8747902297973633,0.8559233474731446,-0.030406630153712033,-2.156732172076159,-2.186483012654916
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,5,F-I-M-M-I-F,0.9035038375854492,0.8768264007568359,0.8601089477539063,-2.952664473446709,-1.9065864107763897,-4.802955784616547
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,6,M-I-F-F-I-M,0.886456298828125,0.8772918701171875,0.8822185516357421,-1.033827468207149,0.5615783852980005,-0.47805483451187625
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,7,F-I-M-M-I-F,0.8630839920043945,0.8767951965332031,0.8781641387939454,1.5886292244821076,0.15613021902434188,1.7472397737941403
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,8,M-I-F-F-I-M,0.8506044769287109,0.8708585739135742,0.8758892822265625,2.3811415921528134,0.5776722493964437,2.9725690357459422
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,9,F-I-M-M-I-F,0.8712176132202148,0.8704436492919922,0.8527545547485351,-0.08883703870056214,-2.032192957906609,-2.1192246565626904
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,10,M-I-F-F-I-M,0.8791044616699218,0.8703689956665039,0.8608607864379882,-0.9936778146733882,-1.0924342751012839,-2.075256812743098
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,11,F-I-M-M-I-F,0.8487345504760743,0.8432032012939453,0.8437264251708985,-0.6517172158275297,0.06205193198391967,-0.5900696869670985
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,12,M-I-F-F-I-M,0.8602615737915039,0.8474123382568359,0.8414123153686524,-1.4936428553976255,-0.7080405390988198,-2.1911077975708793
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,13,F-I-M-M-I-F,0.8618910598754883,0.8730731201171875,0.8530771255493164,1.2973867304430176,-2.2903001028352854,-1.0226274220137777
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,14,M-I-F-F-I-M,0.8804681777954102,0.8751670074462891,0.8648963165283203,-0.6020853998829012,-1.1735692537060194,-1.768588764454837
REP_0008,GPT-OSS-20B,H800_CUDA,14,18,-5.0,-0.5,4194304,134217728,15,F-I-M-M-I-F,0.8600974273681641,0.8472862625122071,0.8387910461425782,-1.4895015899719977,-1.0026382753380858,-2.4772055522572445
REP_0025,MiniCPM3-4B,AMD_ROCm,19,13,-5.75,-3.0,1048576,33554432,1,F-I-M-M-I-F,0.21619152069091796,0.21583760261535645,0.219573278427124,-0.16370580790145972,1.7307808122873247,1.5642416156741223
REP_0025,MiniCPM3-4B,AMD_ROCm,19,13,-5.75,-3.0,1048576,33554432,2,M-I-F-F-I-M,0.21195823669433594,0.21137439727783203,0.22008735656738282,-0.2754502139710957,4.122050447811998,3.835246037062401
REP_0025,MiniCPM3-4B,AMD_ROCm,19,13,-5.75,-3.0,1048576,33554432,3,F-I-M-M-I-F,0.2204993534088135,0.21855504035949708,0.21798992156982422,-0.8817772112517663,-0.25857046753224866,-1.138067663326292
REP_0025,MiniCPM3-4B,AMD_ROCm,19,13,-5.75,-3.0,1048576,33554432,4,M-I-F-F-I-M,0.2133910369873047,0.21605855941772462,0.21103520393371583,1.250063014867231,-2.3249972125828577,-1.103998127966832
