protocol,prompt_id,target_id,layer_band,layer,kv,local_group,global_group_index,encoding,fault_bit,mode,step,position,clean_input_token_id,fault_input_token_id,baseline_token_id,fault_token_id,token_same,kl,max_logit_diff,mean_logit_diff,baseline_logits_finite,fault_logits_finite,post_first_divergence,free_running_kl_path_dependent,manifest_z,amd_reconstructed_z,abs_z_error,raw_scale,clean_scale,fault_scale,scale_amplification,clean_word,fault_word,clean_equal_raw,clean_source,local_write_changed,cache_readback_pass
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,16,28,30,30,2585,2585,True,0.00014022219693288207,0.25,0.0823284387588501,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,17,29,2585,2585,653,653,True,1.1525374247867148e-05,0.125,0.018083356320858,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,18,30,653,653,498,498,True,0.00027048573247157037,0.19140625,0.03620605915784836,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,19,31,498,498,11047,11047,True,0.002070755697786808,0.13671875,0.029413500800728798,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,20,32,11047,11047,279,279,True,0.0001585925492690876,0.25,0.032814208418130875,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,21,33,279,279,830,830,True,0.0014909489545971155,0.25,0.07011019438505173,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,22,34,830,830,8674,8674,True,0.00021567451767623425,0.28125,0.057315923273563385,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,23,35,8674,8674,1465,1465,True,0.00013292423682287335,0.25,0.04002201557159424,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,24,36,1465,1465,304,304,True,0.0018633540021255612,0.2734375,0.041656702756881714,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,25,37,304,304,11414,11414,True,0.0013765263138338923,0.2703857421875,0.05985074117779732,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,26,38,11414,11414,30,30,True,0.000223645125515759,0.25,0.032721541821956635,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,27,39,30,30,3555,3555,True,0.0013752246741205454,0.1875,0.021131271496415138,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,28,40,3555,3555,374,374,True,6.864507668069564e-06,0.40625,0.1300230771303177,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,29,41,374,374,279,279,True,8.194503607228398e-05,0.25,0.03604193031787872,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,30,42,279,279,16439,16439,True,0.0008959343540482223,0.234375,0.03265641629695892,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,31,43,16439,16439,4013,4013,True,0.0005858858930878341,0.25,0.06465896964073181,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,6,EARLY,0,K,65,122945,HA_FBMS,18,FREE_RUNNING,32,44,4013,4013,14461,14461,True,0.0002129539498127997,0.1875,0.042955219745635986,True,True,False,False,-0.6988304652794349,-0.6988304652794349,0.0,0.6160714285714286,0.6160568490555446,1.1496027296620688,1.8660659830736155,2868387839,2868649983,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,1,13,7281,7281,11,11,True,5.6753253829811e-07,0.203125,0.03264398127794266,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,2,14,11,11,646,646,True,0.0002969236229546368,0.1875,0.027102218940854073,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,3,15,646,646,498,498,True,0.0005166627233847976,0.140625,0.03412027284502983,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,4,16,498,498,10339,10339,True,0.0004732035449706018,0.1875,0.03710588067770004,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,5,17,10339,10339,279,279,True,0.0002568921190686524,0.25,0.06334581226110458,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,6,18,279,279,6672,6672,True,0.00036380282836034894,0.1640625,0.04132997989654541,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,7,19,6672,6672,1948,1948,True,1.8534042283135932e-06,0.1875,0.02343297377228737,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,8,20,1948,1948,62850,62850,True,0.0011446804273873568,0.203125,0.033111199736595154,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,9,21,62850,62850,367,367,True,-1.872747645847994e-08,0.25,0.03656356781721115,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,10,22,367,367,1465,1465,True,0.0012145371874794364,0.2197265625,0.05766841396689415,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,11,23,1465,1465,323,323,True,5.434075092125568e-07,0.375,0.11294922977685928,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,12,24,323,323,4778,4778,True,0.0018451774958521128,0.25,0.029096707701683044,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,13,25,4778,4778,12462,12462,True,0.0017036391654983163,0.25,0.02059798315167427,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,14,26,12462,12462,1465,1465,True,1.1002527571690734e-05,0.25,0.03513095900416374,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,15,27,1465,1465,30,30,True,0.0008480646647512913,0.15625,0.03221766650676727,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,16,28,30,30,2585,2585,True,0.0008916593506000936,0.125,0.021402712911367416,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,17,29,2585,2585,653,653,True,0.0019618480000644922,0.125,0.018333032727241516,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,18,30,653,653,498,498,True,0.00028253949130885303,0.2529296875,0.05896341800689697,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,19,31,498,498,11047,11047,True,0.0006083453772589564,0.1875,0.026118019595742226,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,20,32,11047,11047,279,279,True,0.0002405155828455463,0.1875,0.03459908440709114,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,21,33,279,279,830,830,True,0.0017393786692991853,0.26171875,0.08345524221658707,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,22,34,830,830,8674,8674,True,0.0012316897045820951,0.25,0.03699301928281784,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,23,35,8674,8674,1465,1465,True,0.00011307253589620814,0.28125,0.049763038754463196,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,24,36,1465,1465,304,304,True,0.0018053526291623712,0.25,0.04098684713244438,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,25,37,304,304,11414,11414,True,0.004209576174616814,0.375,0.049338772892951965,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,26,38,11414,11414,30,30,True,0.0010591052705422044,0.25,0.06662602722644806,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,27,39,30,30,3555,3555,True,0.0012833450455218554,0.1875,0.022883795201778412,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,28,40,3555,3555,374,374,True,4.0029361116467044e-05,0.375,0.13781124353408813,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,29,41,374,374,279,279,True,2.5279747205786407e-05,0.25,0.047910552471876144,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,30,42,279,279,16439,16439,True,0.0018002769211307168,0.25,0.03545771539211273,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,31,43,16439,16439,4013,4013,True,0.000583989021833986,0.25,0.03367692977190018,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,TEACHER_FORCED,32,44,4013,4013,14461,14461,True,0.0008799948845990002,0.203125,0.036338046193122864,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,1,13,7281,7281,11,11,True,5.6753253829811e-07,0.203125,0.03264398127794266,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,2,14,11,11,646,646,True,0.0002969236229546368,0.1875,0.027102218940854073,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,3,15,646,646,498,498,True,0.0005166627233847976,0.140625,0.03412027284502983,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,4,16,498,498,10339,10339,True,0.0004732035449706018,0.1875,0.03710588067770004,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,5,17,10339,10339,279,279,True,0.0002568921190686524,0.25,0.06334581226110458,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,6,18,279,279,6672,6672,True,0.00036380282836034894,0.1640625,0.04132997989654541,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,7,19,6672,6672,1948,1948,True,1.8534042283135932e-06,0.1875,0.02343297377228737,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,8,20,1948,1948,62850,62850,True,0.0011446804273873568,0.203125,0.033111199736595154,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,9,21,62850,62850,367,367,True,-1.872747645847994e-08,0.25,0.03656356781721115,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,10,22,367,367,1465,1465,True,0.0012145371874794364,0.2197265625,0.05766841396689415,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,11,23,1465,1465,323,323,True,5.434075092125568e-07,0.375,0.11294922977685928,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,12,24,323,323,4778,4778,True,0.0018451774958521128,0.25,0.029096707701683044,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,13,25,4778,4778,12462,12462,True,0.0017036391654983163,0.25,0.02059798315167427,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,14,26,12462,12462,1465,1465,True,1.1002527571690734e-05,0.25,0.03513095900416374,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,15,27,1465,1465,30,30,True,0.0008480646647512913,0.15625,0.03221766650676727,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,16,28,30,30,2585,2585,True,0.0008916593506000936,0.125,0.021402712911367416,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,17,29,2585,2585,653,653,True,0.0019618480000644922,0.125,0.018333032727241516,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,18,30,653,653,498,498,True,0.00028253949130885303,0.2529296875,0.05896341800689697,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,19,31,498,498,11047,11047,True,0.0006083453772589564,0.1875,0.026118019595742226,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
P8_FORMAL_SHORT_HORIZON_V1,2,7,MID,22,V,389,141989,BINARY32_Z,31,FREE_RUNNING,20,32,11047,11047,279,279,True,0.0002405155828455463,0.1875,0.03459908440709114,True,True,False,False,-2.698830465279435,-2.6884138493340966,0.010416615945338492,0.15513392857142858,0.1551339285042058,0.00030299595366968345,512.0000007436663,2460440293,312956645,True,FULL_RAW_INT4,True,True
