rep,bc,bf,groups,values,block,fp32_ms,identity_ms,mapped_ms,codec_percent,mapping_percent,total_percent
REP_0026,22,10,4194304,134217728,8,0.8498781585693359,1.0527997207641602,2.184097900390625,23.876547496692634,107.45616258383195,156.9895317779765
REP_0026,22,10,4194304,134217728,9,0.849850959777832,1.0533075332641602,2.1844202423095704,23.940265189500497,107.38674825007041,157.03568574901902
REP_0026,22,10,4194304,134217728,10,0.8497147750854492,1.0532158279418944,2.183990707397461,23.9493367449072,107.3640225921435,157.02633065052143
REP_0026,22,10,4194304,134217728,11,0.8500349807739258,1.052877197265625,2.1837200164794925,23.86280812902768,107.40500622016728,156.89766490448372
REP_0026,22,10,4194304,134217728,12,0.8508448028564453,1.0531309509277345,2.1837427520751955,23.774740985920893,107.35719049482606,156.65582545065354
REP_0026,22,10,4194304,134217728,13,0.8496039581298829,1.0524413299560547,2.183284454345703,23.874344026439086,107.44951687110836,156.97672821010258
REP_0026,22,10,4194304,134217728,14,0.8496859741210937,1.0523837280273436,2.1835106658935546,23.85560784570069,107.48236672059429,156.97854647443785
REP_0026,22,10,4194304,134217728,15,0.8495285797119141,1.0525553131103516,2.1829741668701175,23.898752584319926,107.39757233463804,156.96300501277918
REP_0027,26,6,1048576,33554432,1,0.16584035873413086,0.2407447624206543,0.5140768241882324,45.16657118826388,113.53603668020153,209.98294269996208
REP_0027,26,6,1048576,33554432,2,0.16557476043701172,0.2406881618499756,0.5141960525512695,45.3652484320149,113.63578856519555,210.5521947874906
REP_0027,26,6,1048576,33554432,3,0.16581296920776367,0.240645751953125,0.5138990402221679,45.130838138237436,113.55001534465879,209.92692711403797
REP_0027,26,6,1048576,33554432,4,0.16557555198669432,0.24078816413879395,0.5141560554504394,45.424950271730765,113.53045208404518,210.52655375822457
REP_0027,26,6,1048576,33554432,5,0.1658137607574463,0.24061476707458496,0.513917236328125,45.11145876882809,113.58507733185914,209.9364214287904
REP_0027,26,6,1048576,33554432,6,0.16556955337524415,0.24056355476379393,0.5139614295959473,45.294560418716955,113.64891706085696,210.42025488292126
REP_0027,26,6,1048576,33554432,7,0.16573415756225585,0.2405875587463379,0.5139586448669433,45.16473989736507,113.62644333942167,210.11027082566343
REP_0027,26,6,1048576,33554432,8,0.16549875259399416,0.24041295051574707,0.5138104438781739,45.265717564370036,113.71995259653005,210.46182271758082
REP_0027,26,6,1048576,33554432,9,0.16578255653381346,0.24048175811767578,0.5138114547729492,45.05854122754251,113.65922255172637,209.9309514316428
REP_0027,26,6,1048576,33554432,10,0.1655585479736328,0.24058615684509277,0.5142612457275391,45.3178708014575,113.75346465119299,210.62198359545974
REP_0027,26,6,1048576,33554432,11,0.1657031536102295,0.24046855926513672,0.5138312339782715,45.12008614559746,113.67917516889578,210.09140308030365
REP_0027,26,6,1048576,33554432,12,0.16554875373840333,0.24044655799865722,0.513645248413086,45.24214321697995,113.62137711114771,210.268266485858
REP_0027,26,6,1048576,33554432,13,0.1657295608520508,0.24046635627746582,0.5136054420471192,45.095633537660596,113.58723523655327,209.90575212205042
REP_0027,26,6,1048576,33554432,14,0.16547155380249023,0.2403751564025879,0.5136336326599121,45.26675484627643,113.67999935886148,210.4060008241624
REP_0027,26,6,1048576,33554432,15,0.16566155433654783,0.240457763671875,0.5138670349121094,45.15001059532242,113.7036571683851,210.19088102250248
REP_0027,26,6,4194304,134217728,1,0.8309246063232422,1.034460563659668,2.119012145996094,24.49511734127745,104.8422356962114,155.0185816944945
REP_0027,26,6,4194304,134217728,2,0.8306214141845703,1.0341813278198242,2.1192013549804685,24.506942652699458,104.91583999567986,155.13444738971853
REP_0027,26,6,4194304,134217728,3,0.8306652069091797,1.034411964416504,2.1191284942626956,24.528143927617375,104.86310746203169,155.1122253149083
REP_0027,26,6,4194304,134217728,4,0.8306520080566406,1.0338815689086913,2.118424301147461,24.466269735206957,104.90009347816822,155.03150303622806
REP_0027,26,6,4194304,134217728,5,0.8308322906494141,1.0342791748046876,2.117384033203125,24.487118091697013,104.72074511245673,154.85095572634603
REP_0027,26,6,4194304,134217728,6,0.8303374099731445,1.0333801651000978,2.1159396362304688,24.453041942735098,104.75907199413967,154.82889375042183
REP_0027,26,6,4194304,134217728,7,0.8304798126220703,1.0335985565185548,2.116129150390625,24.457998955468717,104.73414335236035,154.80801799496845
REP_0027,26,6,4194304,134217728,8,0.8304973983764649,1.0342165756225585,2.1185121154785156,24.529779099169158,104.84221249337962,155.08955471985635
REP_0027,26,6,4194304,134217728,9,0.8306840133666993,1.0342382049560546,2.118027114868164,24.504407008432196,104.79103408853092,154.97386259836165
REP_0027,26,6,4194304,134217728,10,0.8309872055053711,1.034535026550293,2.117638854980469,24.494699761488235,104.69474697650769,154.8341106759413
REP_0027,26,6,4194304,134217728,11,0.831025619506836,1.0343091583251953,2.11827392578125,24.461765563737494,104.80084786363726,154.89875114058685
REP_0027,26,6,4194304,134217728,12,0.8308530426025391,1.034368438720703,2.1187706756591798,24.49475246316466,104.83713504248593,155.01148422378117
REP_0027,26,6,4194304,134217728,13,0.8312746047973633,1.0346727752685547,2.119343719482422,24.468228585038165,104.83226872692528,154.951096454949
REP_0027,26,6,4194304,134217728,14,0.830946273803711,1.0347735595703127,2.1195279693603517,24.529538454221477,104.83012440330239,155.0740085346401
REP_0027,26,6,4194304,134217728,15,0.8310647964477539,1.0347993469238281,2.1188098907470705,24.514881552786647,104.75562697693088,154.95122640299113
