domain,fold,calibration_keys,test_keys,level,pair_swaps,permutation_index,seed,representation_id,achieved_spearman_rho,fixed_normalized_risk,recalibrated_normalized_risk,identity_normalized_risk,random_normalized_risk,oracle_normalized_risk,fixed_benefit,recalibrated_benefit,permutation_bijective,calibration_test_disjoint,calibration_mass_error,test_mass_error
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,1,20660909,REP_0020,0.06708211143695014,1.1677788866568506,1.2146593987872227,1.0,1.1632568020703022,0.8543246997350451,-0.1677788866568506,-0.21465939878722273,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,1,20660909,REP_0008,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.158956363083844,0.8543246997350449,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,2,20660910,REP_0026,0.06708211143695014,1.0503818674783354,0.9901529775818003,1.0,1.0042105425602903,0.78406115655493,-0.050381867478335396,0.00984702241819968,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,2,20660910,REP_0040,0.06708211143695014,1.1734196188776325,1.1211042520744918,1.0,1.1591429315072435,0.8466499759883673,-0.17341961887763246,-0.12110425207449182,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,2,20660910,REP_0025,0.06708211143695014,1.1632829934426852,1.1033385488816168,1.0,1.1042486010154433,0.8396082781502284,-0.16328299344268515,-0.10333854888161675,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,2,20660910,REP_0027,0.06708211143695014,0.9817813557417604,0.9425594572906872,1.0,0.9524988337512776,0.7895039991929583,0.018218644258239602,0.05744054270931276,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,2,20660910,REP_0012,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.15190524277508,0.854324699735045,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,2,20660910,REP_0036,0.06708211143695014,1.1677788866568508,1.214659398787223,1.0,1.1632568020703022,0.8543246997350451,-0.1677788866568508,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,2,20660910,REP_0020,0.06708211143695014,1.1677788866568506,1.2146593987872227,1.0,1.1589563630838438,0.8543246997350451,-0.1677788866568506,-0.21465939878722273,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,2,20660910,REP_0008,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1604288705833747,0.8543246997350449,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,3,20660911,REP_0026,0.06708211143695014,1.0503818674783354,0.9901529775818003,1.0,1.0109500815426011,0.78406115655493,-0.050381867478335396,0.00984702241819968,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,3,20660911,REP_0040,0.06708211143695014,1.1734196188776325,1.1211042520744918,1.0,1.1431480596661243,0.8466499759883673,-0.17341961887763246,-0.12110425207449182,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,3,20660911,REP_0025,0.06708211143695014,1.1632829934426852,1.1033385488816168,1.0,1.0918268109215707,0.8396082781502284,-0.16328299344268515,-0.10333854888161675,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,3,20660911,REP_0027,0.06708211143695014,0.9817813557417604,0.9425594572906872,1.0,0.9586214814422257,0.7895039991929583,0.018218644258239602,0.05744054270931276,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,3,20660911,REP_0012,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1632568020703025,0.854324699735045,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,3,20660911,REP_0036,0.06708211143695014,1.1677788866568508,1.214659398787223,1.0,1.158956363083844,0.8543246997350451,-0.1677788866568508,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,3,20660911,REP_0020,0.06708211143695014,1.1677788866568506,1.2146593987872227,1.0,1.1604288705833743,0.8543246997350451,-0.1677788866568506,-0.21465939878722273,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,3,20660911,REP_0008,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.162821016146389,0.8543246997350449,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,4,20660912,REP_0026,0.06708211143695014,1.0503818674783354,0.9901529775818003,1.0,1.0052495681925429,0.78406115655493,-0.050381867478335396,0.00984702241819968,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,4,20660912,REP_0040,0.06708211143695014,1.1734196188776325,1.1211042520744918,1.0,1.1305028025796746,0.8466499759883673,-0.17341961887763246,-0.12110425207449182,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,4,20660912,REP_0025,0.06708211143695014,1.1632829934426852,1.1033385488816168,1.0,1.1090167576043322,0.8396082781502284,-0.16328299344268515,-0.10333854888161675,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,4,20660912,REP_0027,0.06708211143695014,0.9817813557417604,0.9425594572906872,1.0,0.955989552466161,0.7895039991929583,0.018218644258239602,0.05744054270931276,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,4,20660912,REP_0012,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1589563630838442,0.854324699735045,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,4,20660912,REP_0036,0.06708211143695014,1.1677788866568508,1.214659398787223,1.0,1.1604288705833747,0.8543246997350451,-0.1677788866568508,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,4,20660912,REP_0020,0.06708211143695014,1.1677788866568506,1.2146593987872227,1.0,1.1628210161463894,0.8543246997350451,-0.1677788866568506,-0.21465939878722273,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,4,20660912,REP_0008,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1566557985577592,0.8543246997350449,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,5,20660913,REP_0026,0.06708211143695014,1.0503818674783354,0.9901529775818003,1.0,0.999959358499201,0.78406115655493,-0.050381867478335396,0.00984702241819968,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,5,20660913,REP_0040,0.06708211143695014,1.1734196188776325,1.1211042520744918,1.0,1.133199987545903,0.8466499759883673,-0.17341961887763246,-0.12110425207449182,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,5,20660913,REP_0025,0.06708211143695014,1.1632829934426852,1.1033385488816168,1.0,1.103071023565908,0.8396082781502284,-0.16328299344268515,-0.10333854888161675,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,5,20660913,REP_0027,0.06708211143695014,0.9817813557417604,0.9425594572906872,1.0,0.9581626268012331,0.7895039991929583,0.018218644258239602,0.05744054270931276,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,5,20660913,REP_0012,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1604288705833745,0.854324699735045,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,5,20660913,REP_0036,0.06708211143695014,1.1677788866568508,1.214659398787223,1.0,1.1628210161463892,0.8543246997350451,-0.1677788866568508,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,5,20660913,REP_0020,0.06708211143695014,1.1677788866568506,1.2146593987872227,1.0,1.156655798557759,0.8543246997350451,-0.1677788866568506,-0.21465939878722273,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,5,20660913,REP_0008,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1790630860381137,0.8543246997350449,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,6,20660914,REP_0026,0.06708211143695014,1.0503818674783354,0.9901529775818003,1.0,1.013280066102724,0.78406115655493,-0.050381867478335396,0.00984702241819968,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,6,20660914,REP_0040,0.06708211143695014,1.1734196188776325,1.1211042520744918,1.0,1.1624766162872013,0.8466499759883673,-0.17341961887763246,-0.12110425207449182,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,6,20660914,REP_0025,0.06708211143695014,1.1632829934426852,1.1033385488816168,1.0,1.0912146331271335,0.8396082781502284,-0.16328299344268515,-0.10333854888161675,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,6,20660914,REP_0027,0.06708211143695014,0.9817813557417604,0.9425594572906872,1.0,0.9534840551774698,0.7895039991929583,0.018218644258239602,0.05744054270931276,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,6,20660914,REP_0012,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1628210161463892,0.854324699735045,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,6,20660914,REP_0036,0.06708211143695014,1.1677788866568508,1.214659398787223,1.0,1.156655798557759,0.8543246997350451,-0.1677788866568508,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,6,20660914,REP_0020,0.06708211143695014,1.1677788866568506,1.2146593987872227,1.0,1.179063086038114,0.8543246997350451,-0.1677788866568506,-0.21465939878722273,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,6,20660914,REP_0008,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1509609283519255,0.8543246997350449,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,7,20660915,REP_0026,0.06708211143695014,1.0503818674783354,0.9901529775818003,1.0,1.004391542780735,0.78406115655493,-0.050381867478335396,0.00984702241819968,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,7,20660915,REP_0040,0.06708211143695014,1.1734196188776325,1.1211042520744918,1.0,1.164573701958698,0.8466499759883673,-0.17341961887763246,-0.12110425207449182,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,7,20660915,REP_0025,0.06708211143695014,1.1632829934426852,1.1033385488816168,1.0,1.0965149685496836,0.8396082781502284,-0.16328299344268515,-0.10333854888161675,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,7,20660915,REP_0027,0.06708211143695014,0.9817813557417604,0.9425594572906872,1.0,0.9565382939867013,0.7895039991929583,0.018218644258239602,0.05744054270931276,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,7,20660915,REP_0012,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1566557985577595,0.854324699735045,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,7,20660915,REP_0036,0.06708211143695014,1.1677788866568508,1.214659398787223,1.0,1.1790630860381142,0.8543246997350451,-0.1677788866568508,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,7,20660915,REP_0020,0.06708211143695014,1.1677788866568506,1.2146593987872227,1.0,1.1509609283519253,0.8543246997350451,-0.1677788866568506,-0.21465939878722273,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,7,20660915,REP_0008,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1628729437745666,0.8543246997350449,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,8,20660916,REP_0026,0.06708211143695014,1.0503818674783354,0.9901529775818003,1.0,0.9999690345131208,0.78406115655493,-0.050381867478335396,0.00984702241819968,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,8,20660916,REP_0040,0.06708211143695014,1.1734196188776325,1.1211042520744918,1.0,1.1616121572658413,0.8466499759883673,-0.17341961887763246,-0.12110425207449182,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,8,20660916,REP_0025,0.06708211143695014,1.1632829934426852,1.1033385488816168,1.0,1.0963502041119497,0.8396082781502284,-0.16328299344268515,-0.10333854888161675,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,8,20660916,REP_0027,0.06708211143695014,0.9817813557417604,0.9425594572906872,1.0,0.9599065839159625,0.7895039991929583,0.018218644258239602,0.05744054270931276,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,8,20660916,REP_0012,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1790630860381142,0.854324699735045,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,8,20660916,REP_0036,0.06708211143695014,1.1677788866568508,1.214659398787223,1.0,1.1509609283519258,0.8543246997350451,-0.1677788866568508,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,8,20660916,REP_0020,0.06708211143695014,1.1677788866568506,1.2146593987872227,1.0,1.1628729437745668,0.8543246997350451,-0.1677788866568506,-0.21465939878722273,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,8,20660916,REP_0008,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1842067149105675,0.8543246997350449,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,9,20660917,REP_0026,0.06708211143695014,1.0503818674783354,0.9901529775818003,1.0,1.0055058731126945,0.78406115655493,-0.050381867478335396,0.00984702241819968,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,9,20660917,REP_0040,0.06708211143695014,1.1734196188776325,1.1211042520744918,1.0,1.1562916009774296,0.8466499759883673,-0.17341961887763246,-0.12110425207449182,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,9,20660917,REP_0025,0.06708211143695014,1.1632829934426852,1.1033385488816168,1.0,1.1093822755180045,0.8396082781502284,-0.16328299344268515,-0.10333854888161675,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,9,20660917,REP_0027,0.06708211143695014,0.9817813557417604,0.9425594572906872,1.0,0.9617064054394763,0.7895039991929583,0.018218644258239602,0.05744054270931276,True,True,0.0,0.0
DDR,DDR_SPLIT_00,0;2;3;4;6;11;12;14;17;18;20;24;26;27;28;29,1;5;7;8;9;10;13;15;16;19;21;22;23;25;30;31,L0,0,9,20660917,REP_0012,0.06708211143695014,1.1677788866568506,1.214659398787223,1.0,1.1509609283519255,0.854324699735045,-0.1677788866568506,-0.21465939878722295,True,True,0.0,0.0
