representation_id,Bc,Bf,threads,groups,block,kernel,ms
REP_0025,19,13,4,4194304,14,MAP_LUT8,31.527100000000001
REP_0025,19,13,4,4194304,15,ID_FULL,29.753350000000001
REP_0025,19,13,4,4194304,15,MAP_LUT8,30.911549999999998
REP_0025,19,13,8,4194304,1,ID_FULL,16.547499999999999
REP_0025,19,13,8,4194304,1,MAP_LUT8,16.584800000000001
REP_0025,19,13,8,4194304,2,ID_FULL,19.896599999999999
REP_0025,19,13,8,4194304,2,MAP_LUT8,19.522600000000001
REP_0025,19,13,8,4194304,3,ID_FULL,16.933100000000003
REP_0025,19,13,8,4194304,3,MAP_LUT8,17.311399999999999
REP_0025,19,13,8,4194304,4,ID_FULL,16.5289
REP_0025,19,13,8,4194304,4,MAP_LUT8,17.38335
REP_0025,19,13,8,4194304,5,ID_FULL,16.173300000000001
REP_0025,19,13,8,4194304,5,MAP_LUT8,16.85745
REP_0025,19,13,8,4194304,6,ID_FULL,16.774249999999999
REP_0025,19,13,8,4194304,6,MAP_LUT8,18.587800000000001
REP_0025,19,13,8,4194304,7,ID_FULL,16.895050000000001
REP_0025,19,13,8,4194304,7,MAP_LUT8,20.825050000000001
REP_0025,19,13,8,4194304,8,ID_FULL,17.693750000000001
REP_0025,19,13,8,4194304,8,MAP_LUT8,19.022950000000002
REP_0025,19,13,8,4194304,9,ID_FULL,16.815550000000002
